date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:42:10	34436/34436	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2005:42:08%20GMT	https://roktobondhu.com/	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/index.html	(from )
11:42:10	31/31	---M--	200	added ('OK')	text/plain	date:Tue,%2031%20Mar%202020%2002:00:04%20GMT	https://roktobondhu.com/robots.txt		(from )
11:42:10	15000/15000	---M-Z	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202019%2010:18:02%20GMT	https://roktobondhu.com/assets/img/icon.png	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/img/icon.png	(from https://roktobondhu.com/)
11:42:12	162583/162583	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Oct%202020%2020:23:13%20GMT	https://roktobondhu.com/thumbnail5.jpg	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/thumbnail5.jpg	(from https://roktobondhu.com/)
11:42:12	36545/36545	---M-Z	200	added ('OK')	text/css	date:Sat,%2020%20Apr%202019%2010:18:02%20GMT	https://roktobondhu.com/assets/css/fontawesome-all.min.css	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/css/fontawesome-all.min.css	(from https://roktobondhu.com/)
11:42:13	140421/140421	---M-Z	200	added ('OK')	text/css	date:Sat,%2020%20Apr%202019%2010:18:02%20GMT	https://roktobondhu.com/assets/css/bootstrap.min.css	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/css/bootstrap.min.css	(from https://roktobondhu.com/)
11:42:13	246594/246594	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Oct%202020%2019:49:14%20GMT	https://roktobondhu.com/thumbnail.jpg	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/thumbnail.jpg	(from https://roktobondhu.com/)
11:42:13	1013/1013	---M-Z	200	added ('OK')	text/css	date:Sat,%2020%20Apr%202019%2010:18:02%20GMT	https://roktobondhu.com/assets/css/owl.theme.default.min.css	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/css/owl.theme.default.min.css	(from https://roktobondhu.com/)
11:42:13	3351/3351	---M-Z	200	added ('OK')	text/css	date:Sat,%2020%20Apr%202019%2010:18:02%20GMT	https://roktobondhu.com/assets/css/owl.carousel.min.css	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/css/owl.carousel.min.css	(from https://roktobondhu.com/)
11:42:14	7719/7719	---M-Z	200	added ('OK')	text/css	date:Sat,%2020%20Apr%202019%2010:18:02%20GMT	https://roktobondhu.com/assets/css/normalize.css	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/css/normalize.css	(from https://roktobondhu.com/)
11:42:15	14909/14909	---M-Z	200	added ('OK')	text/css	etag:%225eb03fcb-3a3d%22	https://cdnjs.cloudflare.com/ajax/libs/select2/4.0.0/css/select2.min.css	C:/My%20Web%20Sites/https___roktobondhu.com_/cdnjs.cloudflare.com/ajax/libs/select2/4.0.0/css/select2.min.css	(from https://roktobondhu.com/)
11:42:15	554/554	---M-Z	200	added ('OK')	text/css	date:Sat,%2020%20Apr%202019%2010:18:02%20GMT	https://roktobondhu.com/assets/css/default.css	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/css/default.css	(from https://roktobondhu.com/)
11:42:15	23955/23955	---M-Z	200	added ('OK')	text/css	date:Sat,%2024%20Apr%202021%2019:21:04%20GMT	https://roktobondhu.com/assets/css/style.css	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/css/style.css	(from https://roktobondhu.com/)
11:42:15	4502/4502	---M-Z	200	added ('OK')	text/css	date:Sat,%2024%20Apr%202021%2019:16:16%20GMT	https://roktobondhu.com/assets/css/responsive.css	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/css/responsive.css	(from https://roktobondhu.com/)
11:42:16	266193/266193	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a7ffc7a65f922811cd3875c8026a2f78%22	https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js	C:/My%20Web%20Sites/https___roktobondhu.com_/connect.facebook.net/en_US/sdk/xfbml.customerchat.js	(from https://roktobondhu.com/)
11:42:16	51862/51862	---M-Z	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202019%2010:18:02%20GMT	https://roktobondhu.com/assets/img/logo.png	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/img/logo.png	(from https://roktobondhu.com/)
11:42:16	139099/139099	---MC-	200	added ('OK')	text/javascript	date:Tue,%2029%20Jun%202021%2005:42:14%20GMT	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/My%20Web%20Sites/https___roktobondhu.com_/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://roktobondhu.com/)
11:42:17	45686/45686	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2005:42:16%20GMT	https://roktobondhu.com/platelet	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/platelet.html	(from https://roktobondhu.com/)
11:42:18	43461/43461	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2005:42:16%20GMT	https://roktobondhu.com/thalassemia	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/thalassemia.html	(from https://roktobondhu.com/)
11:42:19	30183/30183	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2005:42:17%20GMT	https://roktobondhu.com/sohojogi	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/sohojogi.html	(from https://roktobondhu.com/)
11:42:19	237/237	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2029%20Jun%202021%2005:42:17%20GMT	https://roktobondhu.com/blog	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/blog	(from https://roktobondhu.com/)
11:42:20	10406/10406	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2005:42:18%20GMT	https://roktobondhu.com/login	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/login.html	(from https://roktobondhu.com/)
11:42:20	50570/50570	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2005:42:18%20GMT	https://roktobondhu.com/blog/	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/blog/index.html	(from https://roktobondhu.com/)
11:42:21	28218/28218	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2005:42:19%20GMT	https://roktobondhu.com/registration	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/registration.html	(from https://roktobondhu.com/)
11:42:21	341590/341590	---MCZ	200	added ('OK')	image/png	date:Sat,%2024%20Apr%202021%2018:49:53%20GMT	https://roktobondhu.com/assets/oxg.png	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/oxg.png	(from https://roktobondhu.com/)
11:42:21	28218/28218	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2005:42:20%20GMT	https://roktobondhu.com/registration.php	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/registration-2.html	(from https://roktobondhu.com/)
11:42:22	14654/14654	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2005:42:20%20GMT	https://roktobondhu.com/card	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/card.html	(from https://roktobondhu.com/)
11:42:22	33353/33353	---M-Z	200	added ('OK')	image/png	date:Sun,%2003%20Jan%202021%2017:42:32%20GMT	https://roktobondhu.com/assets/images/avatar.png	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/images/avatar.png	(from https://roktobondhu.com/)
11:42:23	563428/563428	---MCZ	200	added ('OK')	image/png	date:Mon,%2004%20Jan%202021%2014:23:18%20GMT	https://roktobondhu.com/assets/images/card/logo2.png	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/images/card/logo2.png	(from https://roktobondhu.com/)
11:42:23	189862/189862	---MCZ	200	added ('OK')	image/png	date:Mon,%2018%20Jan%202021%2017:49:22%20GMT	https://roktobondhu.com/assets/Calender.png	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/Calender.png	(from https://roktobondhu.com/)
11:42:25	231463/231463	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Jan%202021%2017:35:02%20GMT	https://roktobondhu.com/assets/RoktobondhuCalender.png	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/RoktobondhuCalender.png	(from https://roktobondhu.com/)
11:42:26	7896/7896	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2020%20Apr%202019%2010:18:02%20GMT	https://roktobondhu.com/assets/images/fb.jpg	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/images/fb.jpg	(from https://roktobondhu.com/)
11:42:26	34005/34005	---M-Z	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202019%2010:18:00%20GMT	https://roktobondhu.com/assets/images/play.png	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/images/play.png	(from https://roktobondhu.com/)
11:42:26	562541/562541	---M--	200	added ('OK')	application/pdf	date:Mon,%2018%20Jan%202021%2017:35:06%20GMT	https://roktobondhu.com/assets/RoktobondhuCalender.pdf	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/RoktobondhuCalender.pdf	(from https://roktobondhu.com/)
11:42:27	20959/20959	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2005:42:25%20GMT	https://roktobondhu.com/details	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/details.html	(from https://roktobondhu.com/)
11:42:27	8636/8636	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Apr%202019%2010:18:02%20GMT	https://roktobondhu.com/assets/js/vendor/modernizr-3.5.0.min.js	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/js/vendor/modernizr-3.5.0.min.js	(from https://roktobondhu.com/)
11:42:27	86659/86659	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Apr%202019%2010:18:02%20GMT	https://roktobondhu.com/assets/js/vendor/jquery-3.2.1.min.js	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/js/vendor/jquery-3.2.1.min.js	(from https://roktobondhu.com/)
11:42:27	20500/20500	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Apr%202019%2010:18:02%20GMT	https://roktobondhu.com/assets/js/popper.js	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/js/popper.js	(from https://roktobondhu.com/)
